Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Brand,Model,Age,Mileage(kmpl)
Bangalore,57000,Diesel,Manual,Second,2148.0,170.0,5.0,18.0,Mercedes-Benz,New,6,15.8
Hyderabad,88500,Diesel,Manual,First,1248.0,73.94,5.0,4.35,Maruti,Ritz,6,23.2
Bangalore,28000,Diesel,Manual,First,1582.0,126.2,5.0,13.75,Hyundai,Creta,4,19.67
Pune,67000,Petrol,Manual,First,998.0,66.1,5.0,2.0,Maruti,A-Star,10,19.0
Delhi,26000,Diesel,Manual,First,1461.0,108.45,5.0,10.0,Renault,Duster,4,19.64
Delhi,120000,Diesel,Manual,First,1248.0,76.0,5.0,1.65,Fiat,Grande,10,17.8
Coimbatore,51982,Diesel,Automatic,First,2993.0,,5.0,45.77,BMW,X3,3,16.55
Bangalore,36000,Petrol,Manual,Second,1197.0,78.9,5.0,3.25,Hyundai,i10,10,20.36
Pune,47000,Diesel,Manual,First,2494.0,102.0,7.0,12.8,Toyota,Innova,4,12.8
Mumbai,60000,Petrol,Manual,Third,993.0,60.0,5.0,0.55,Maruti,Zen,18,17.3
Hyderabad,31025,Diesel,Manual,First,1248.0,74.0,5.0,7.15,Maruti,Swift,2,28.4
Pune,105000,Diesel,Manual,Second,2179.0,120.0,8.0,7.0,Mahindra,Scorpio,7,12.05
Pune,121900,Diesel,Manual,First,1248.0,74.0,5.0,3.75,Tata,Zest,3,22.95
Mumbai,22695,Petrol,Manual,First,999.0,123.24,5.0,8.5,Ford,EcoSport,3,18.88
Jaipur,73000,Diesel,Manual,First,1248.0,74.0,5.0,4.35,Maruti,Swift,8,23.4
Kochi,32227,Petrol,Manual,First,796.0,47.3,5.0,3.26,Maruti,Alto,4,22.74
Jaipur,55000,Petrol,Manual,First,1497.0,118.0,5.0,4.21,Honda,City,9,17.0
Kochi,11287,Diesel,Automatic,First,2967.0,,7.0,70.36,Audi,Q7,2,12.07
Mumbai,48000,Diesel,Automatic,Second,1896.0,105.0,5.0,2.95,Skoda,Laura,11,17.0
Kochi,54308,Petrol,Manual,First,1591.0,121.3,5.0,4.28,Hyundai,Verna,8,17.1
Jaipur,78442,Petrol,Automatic,First,1497.0,118.0,5.0,3.57,Honda,City,11,16.8
Kolkata,46000,Diesel,Manual,First,1396.0,88.8,5.0,3.11,Hyundai,i20,7,21.9
Coimbatore,45051,Petrol,Automatic,First,1396.0,98.6,5.0,5.96,Hyundai,i20,6,15.0
Hyderabad,69000,Diesel,Manual,First,1598.0,103.6,5.0,4.7,Volkswagen,Vento,9,20.54
Ahmedabad,49000,Petrol,Manual,First,1497.0,117.3,5.0,6.9,Honda,City,6,17.4
Pune,45000,Diesel,Manual,First,1248.0,74.0,5.0,5.25,Tata,Zest,2,22.95
Pune,64000,Diesel,Automatic,First,1995.0,177.0,5.0,28.0,BMW,5,5,18.48
Delhi,60000,Petrol,Manual,First,1061.0,67.0,5.0,1.35,Maruti,Wagon,11,18.9
Delhi,62178,Petrol,Manual,First,1199.0,88.7,5.0,4.85,Honda,Jazz,5,18.2
Coimbatore,58006,Diesel,Manual,First,1896.0,105.0,5.0,6.7,Volkswagen,Jetta,8,15.0
Hyderabad,74000,Petrol,Manual,First,1197.0,78.9,5.0,3.1,Hyundai,i10,10,20.36
Kochi,77771,Diesel,Automatic,First,2143.0,170.0,5.0,18.64,Mercedes-Benz,New,5,19.27
Pune,45275,Petrol,Manual,First,1197.0,78.9,5.0,2.8,Hyundai,i10,8,20.36
Chennai,48000,Diesel,Manual,First,2393.0,147.8,7.0,20.25,Toyota,Innova,4,13.68
Kochi,31652,Diesel,Automatic,First,1968.0,174.33,5.0,26.78,Audi,A6,5,17.68
Hyderabad,109000,Diesel,Manual,Second,2494.0,100.6,7.0,8.26,Toyota,Innova,10,12.99
Mumbai,31978,Petrol,Manual,First,1198.0,73.9,5.0,3.89,Volkswagen,Polo,5,16.47
Hyderabad,70000,Petrol,Manual,First,998.0,67.1,5.0,2.1,Maruti,Alto,9,20.92
Mumbai,15000,Petrol,Automatic,First,1497.0,117.3,5.0,12.69,Honda,City,3,18.0
Coimbatore,59138,Diesel,Manual,First,1405.0,70.0,5.0,2.58,Tata,Indigo,7,17.0
Kochi,61726,Diesel,Automatic,First,1968.0,174.33,5.0,20.77,Audi,A6,6,17.68
Delhi,48000,Diesel,Automatic,First,2143.0,136.0,5.0,20.26,Mercedes-Benz,GLA,5,17.9
Chennai,58000,Petrol,Manual,Second,1086.0,,5.0,1.5,Hyundai,Santro,14,
Kolkata,60020,Diesel,Manual,First,1248.0,,5.0,2.5,Maruti,Swift,9,17.8
Hyderabad,77815,Petrol,Automatic,First,998.0,67.04,5.0,4.25,Maruti,Celerio,6,23.1
Hyderabad,29000,Diesel,Automatic,First,2143.0,201.15,5.0,57.0,Mercedes-Benz,GLE,3,17.9
Delhi,44000,Diesel,Automatic,First,2179.0,187.7,5.0,44.0,Land,Rover,3,12.7
Hyderabad,108626,Diesel,Manual,First,1598.0,103.6,5.0,3.65,Volkswagen,Vento,9,20.54
Hyderabad,71791,Petrol,Manual,First,796.0,35.0,5.0,2.05,Maruti,Omni,8,14.0
Kochi,91931,Petrol,Manual,First,1198.0,86.8,5.0,3.13,Honda,Brio,8,18.5
Hyderabad,158000,Diesel,Manual,Second,2956.0,83.1,7.0,1.5,Tata,Sumo,20,14.07
Pune,91183,Diesel,Manual,First,1248.0,75.0,5.0,2.85,Tata,Indica,8,18.0
Delhi,65000,Petrol,Manual,First,998.0,67.1,5.0,2.65,Maruti,Wagon,8,18.9
Hyderabad,88428,Diesel,Manual,First,2179.0,140.0,7.0,10.6,Mahindra,XUV500,5,16.0
Pune,138000,Diesel,Manual,Second,1396.0,70.0,5.0,1.25,Tata,Indigo,12,17.1
Mumbai,18000,Petrol,Manual,First,1373.0,93.7,7.0,8.25,Maruti,Ertiga,2,16.02
Mumbai,60000,Petrol,Automatic,First,2354.0,177.6,5.0,4.45,Honda,Accord,9,11.7
Kolkata,48000,Diesel,Manual,First,1248.0,73.9,5.0,3.7,Maruti,Swift,8,19.3
Hyderabad,160000,Diesel,Manual,First,1399.0,68.0,5.0,2.8,Ford,Fiesta,11,17.8
Kolkata,40000,Petrol,Manual,First,1497.0,78.0,5.0,1.8,Honda,City,12,17.7
Kochi,51495,Diesel,Automatic,First,1968.0,174.33,5.0,21.95,Audi,A6,6,17.68
Mumbai,30000,Diesel,Automatic,First,2993.0,,4.0,49.0,BMW,6,9,9.52
Coimbatore,97430,Diesel,Automatic,First,2967.0,,7.0,62.67,Audi,Q7,3,14.75
Pune,42496,CNG,Manual,First,998.0,67.1,5.0,1.4,Maruti,Zen,12,
Pune,83000,Diesel,Manual,First,1396.0,90.0,5.0,5.5,Hyundai,i20,8,23.0
Bangalore,37000,Petrol,Automatic,Third,1197.0,78.9,5.0,2.95,Hyundai,i10,11,16.95
Kochi,28503,Petrol,Automatic,First,1199.0,88.7,5.0,6.86,Honda,Jazz,4,19.0
Hyderabad,76496,Diesel,Manual,First,1248.0,74.0,5.0,6.15,Maruti,Swift,5,25.2
Pune,79152,Petrol,Manual,Second,1197.0,82.85,5.0,3.3,Hyundai,i20,9,18.5
Kolkata,32000,Petrol,Manual,First,1198.0,73.9,5.0,2.55,Volkswagen,Polo,9,16.47
Ahmedabad,35000,Petrol,Manual,First,796.0,46.3,5.0,1.5,Maruti,Alto,11,19.7
Chennai,105000,Petrol,Automatic,Second,1794.0,125.0,5.0,2.5,Toyota,Corolla,16,11.3
Chennai,56000,Petrol,Manual,Second,796.0,46.3,5.0,1.4,Maruti,Alto,14,19.7
Pune,73000,Diesel,Manual,First,1248.0,88.8,5.0,3.4,Tata,Manza,8,21.12
Pune,38000,Petrol,Manual,First,796.0,46.3,5.0,2.25,Maruti,Alto,8,19.7
Kolkata,80000,Petrol,Automatic,First,1794.0,125.0,5.0,2.8,Toyota,Corolla,12,11.3
Coimbatore,24973,Petrol,Manual,First,1197.0,81.83,5.0,7.66,Hyundai,i20,4,18.6
Chennai,45000,Diesel,Manual,First,1248.0,88.5,5.0,7.15,Maruti,Vitara,4,24.3
Delhi,87430,Petrol,Manual,First,1497.0,118.0,5.0,3.5,Honda,City,10,17.0
Hyderabad,133944,Diesel,Manual,Second,1248.0,75.0,5.0,3.5,Tata,Indica,6,18.0
Kolkata,57000,Diesel,Manual,First,1498.0,98.6,5.0,3.45,Honda,Amaze,7,25.8
Coimbatore,27904,Petrol,Manual,First,814.0,55.2,5.0,3.55,Hyundai,EON,4,21.1
Kochi,30717,Diesel,Automatic,Second,1995.0,190.0,5.0,25.99,BMW,3,5,21.76
Bangalore,80000,Diesel,Manual,First,1582.0,126.32,5.0,5.25,Hyundai,Verna,8,22.32
Ahmedabad,47304,Diesel,Manual,First,1248.0,88.8,5.0,2.9,Tata,Manza,7,21.02
Jaipur,100000,Petrol,Automatic,First,1984.0,227.0,5.0,2.05,Skoda,Octavia,15,14.45
Pune,30000,Petrol,Manual,First,998.0,67.1,5.0,3.75,Maruti,Alto,3,24.07
Mumbai,68000,Diesel,Manual,First,1498.0,89.84,5.0,6.75,Ford,Ecosport,6,22.7
Kolkata,21000,Petrol,Manual,Second,995.0,62.0,5.0,0.95,Chevrolet,Spark,9,18.0
Hyderabad,21000,Diesel,Automatic,First,1999.0,177.0,5.0,52.0,Jaguar,XF,3,19.33
Jaipur,119000,Petrol,Manual,Third,1997.0,141.1,5.0,3.91,Honda,CR-V,13,13.1
Kochi,13747,Petrol,Automatic,First,1798.0,177.46,5.0,27.3,Skoda,Superb,1,14.67
Delhi,70000,Diesel,Manual,First,1248.0,74.0,5.0,3.5,Maruti,Swift,7,22.9
Mumbai,18000,Petrol,Automatic,First,1197.0,83.14,5.0,6.2,Maruti,Swift,4,18.5
Chennai,83000,Diesel,Manual,First,1461.0,63.1,5.0,2.75,Nissan,Micra,9,23.08
Mumbai,130000,Diesel,Manual,First,1248.0,74.0,5.0,3.25,Maruti,Swift,5,23.4
Pune,63400,Diesel,Manual,First,1399.0,67.0,5.0,3.25,Ford,Fiesta,8,17.8
Kolkata,65000,Petrol,Manual,First,993.0,60.0,5.0,0.65,Maruti,Zen,17,17.3
Pune,8350,Petrol,Manual,First,1998.0,192.0,5.0,35.0,Mini,Clubman,3,13.8
Kolkata,45000,Diesel,Manual,First,1364.0,67.05,5.0,3.25,Toyota,Etios,6,23.59
Kolkata,26200,Petrol,Manual,First,796.0,47.3,5.0,2.9,Maruti,Alto,2,24.7
Bangalore,11000,Petrol,Manual,Third,796.0,47.0,5.0,2.9,Maruti,Alto,9,18.9
Bangalore,90000,Diesel,Automatic,Second,2993.0,,5.0,17.75,BMW,X5,11,11.0
Mumbai,74000,Petrol,Automatic,Second,2496.0,179.5,5.0,8.25,Nissan,Teana,5,11.07
Coimbatore,37081,Petrol,Automatic,First,1197.0,82.0,5.0,5.77,Hyundai,Grand,5,18.9
Hyderabad,39000,Diesel,Manual,First,1248.0,88.5,5.0,9.49,Maruti,Vitara,3,24.3
Mumbai,99000,Diesel,Automatic,Third,2967.0,,7.0,12.95,Audi,Q7,12,12.07
Chennai,38000,Diesel,Automatic,First,2143.0,136.0,5.0,20.0,Mercedes-Benz,GLA,5,17.9
Chennai,72000,Petrol,Manual,Third,796.0,37.0,4.0,1.0,Maruti,800,13,16.1
Chennai,93000,Diesel,Manual,Second,1461.0,83.8,5.0,7.1,Renault,Duster,5,20.45
Mumbai,5900,Diesel,Manual,First,1364.0,87.2,5.0,16.5,Toyota,Corolla,3,21.43
Chennai,25000,Diesel,Manual,First,2148.0,170.0,5.0,26.0,Mercedes-Benz,New,6,15.8
Hyderabad,68000,Diesel,Manual,Second,1248.0,73.9,5.0,3.2,Maruti,Ritz,10,21.1
Kochi,35676,Petrol,Automatic,First,1497.0,117.3,7.0,9.48,Honda,BRV,3,16.0
Kochi,74310,Diesel,Manual,First,1120.0,71.0,5.0,4.0,Hyundai,Xcent,5,24.4
Jaipur,59364,Diesel,Automatic,First,2143.0,203.0,5.0,26.5,Mercedes-Benz,E-Class,6,14.21
Kochi,41380,Petrol,Automatic,Second,1595.0,120.7,5.0,11.77,Mercedes-Benz,B,6,14.8
Bangalore,33900,Diesel,Automatic,First,2143.0,204.0,5.0,37.0,Mercedes-Benz,E-Class,3,15.0
Mumbai,28000,Petrol,Manual,First,1497.0,117.3,5.0,8.75,Honda,City,4,17.8
Hyderabad,50958,Petrol,Manual,First,1086.0,,5.0,1.95,Hyundai,Santro,13,17.0
Chennai,93982,Petrol,Manual,First,1497.0,118.0,5.0,3.75,Honda,City,9,17.0
Pune,95000,Petrol,Manual,First,1599.0,103.2,5.0,2.5,Hyundai,Verna,10,16.2
Mumbai,9000,Petrol,Automatic,First,1999.0,,5.0,34.5,Jaguar,XE,3,13.5
Delhi,52516,Petrol,Manual,First,1198.0,86.7,5.0,4.65,Honda,Amaze,5,18.0
Bangalore,20000,Petrol,Automatic,First,1598.0,122.0,4.0,32.0,Mini,Cooper,5,18.86
Coimbatore,56451,Diesel,Automatic,First,2987.0,,5.0,62.81,Mercedes-Benz,S,3,13.5
Chennai,37000,Petrol,Manual,First,814.0,55.2,5.0,3.25,Hyundai,EON,6,21.1
Kolkata,17400,Petrol,Manual,First,998.0,67.04,5.0,3.1,Maruti,Wagon,6,20.51
Coimbatore,90207,Diesel,Manual,First,1248.0,73.9,5.0,3.91,Maruti,Ritz,9,21.1
Chennai,89616,Diesel,Automatic,First,1995.0,181.0,5.0,11.0,BMW,3,9,16.07
Pune,85000,Diesel,Manual,First,2179.0,138.03,5.0,3.5,Tata,Xenon,6,13.49
Chennai,79271,Diesel,Automatic,First,1968.0,143.0,5.0,16.5,Audi,A3,6,20.38
Hyderabad,56000,Diesel,Automatic,First,2179.0,187.7,5.0,30.0,Land,Rover,8,12.7
Pune,85001,Diesel,Automatic,Second,2987.0,224.0,7.0,28.0,Mercedes-Benz,GL-Class,10,12.0
Hyderabad,12000,Diesel,Automatic,First,2477.0,175.56,7.0,28.0,Mitsubishi,Pajero,2,13.5
Jaipur,125000,Petrol,Manual,First,796.0,46.3,5.0,0.92,Maruti,Alto,10,19.7
Pune,53000,Petrol,Manual,First,1061.0,64.0,5.0,2.75,Maruti,Wagon,7,14.0
Coimbatore,34990,Diesel,Automatic,First,2179.0,187.7,5.0,53.83,Land,Rover,3,12.7
Pune,49768,Petrol,Manual,Second,1591.0,121.3,5.0,4.95,Hyundai,Verna,9,17.01
Hyderabad,56000,Diesel,Automatic,First,2993.0,218.0,5.0,33.5,BMW,5,7,16.73
Bangalore,75000,Diesel,Automatic,First,2993.0,,5.0,27.95,Jaguar,XF,7,14.74
Hyderabad,57000,Petrol,Automatic,First,1798.0,157.75,5.0,7.25,Skoda,Superb,10,13.7
Kochi,37542,Diesel,Automatic,First,1968.0,174.33,5.0,25.71,Audi,Q3,3,15.73
Coimbatore,95649,Diesel,Automatic,First,2179.0,187.7,5.0,29.67,Land,Rover,6,12.7
Jaipur,35299,Diesel,Automatic,First,2143.0,170.0,5.0,19.0,Mercedes-Benz,New,7,14.84
Kochi,28464,Diesel,Manual,First,2179.0,120.0,7.0,13.05,Mahindra,Scorpio,3,15.4
Mumbai,41000,Diesel,Automatic,First,1995.0,190.0,5.0,25.5,BMW,3,5,21.76
Pune,9000,Petrol,Manual,First,1497.0,117.3,7.0,8.5,Honda,BR-V,3,15.4
Chennai,92098,Diesel,Automatic,Second,2400.0,215.0,5.0,7.25,Volvo,S80,10,16.0
Pune,5834,Petrol,Manual,First,1495.0,94.0,5.0,0.8,Hyundai,Accent,15,13.2
Jaipur,40250,Petrol,Manual,First,1197.0,81.86,5.0,6.9,Hyundai,i20,3,17.19
Coimbatore,22397,Petrol,Automatic,First,2996.0,,5.0,70.99,Mercedes-Benz,GLC,2,11.5
Kolkata,20800,Petrol,Manual,Second,814.0,55.2,5.0,2.25,Hyundai,EON,5,21.1
Kochi,40322,Petrol,Manual,First,1197.0,81.86,5.0,5.5,Hyundai,Grand,2,18.9
Mumbai,52576,Petrol,Manual,First,1493.0,100.0,5.0,4.35,Honda,City,7,13.0
Kolkata,55000,Petrol,Manual,First,1198.0,73.9,5.0,2.25,Volkswagen,Polo,10,16.47
Mumbai,47000,Petrol,Automatic,First,1798.0,187.74,5.0,24.5,Audi,A6,4,15.26
Hyderabad,42021,Diesel,Manual,First,1968.0,,5.0,5.45,Volkswagen,Jetta,10,
Coimbatore,23163,Petrol,Manual,First,1591.0,121.3,5.0,12.03,Hyundai,Creta,3,15.29
Mumbai,50000,Petrol,Automatic,Second,1796.0,186.0,5.0,8.5,Mercedes-Benz,New,9,11.74
Mumbai,11900,Petrol,Automatic,First,1998.0,189.08,4.0,28.5,Mini,Cooper,6,16.82
Pune,108000,Petrol,Manual,Second,1086.0,,5.0,1.2,Hyundai,Santro,14,17.0
Bangalore,37000,Diesel,Manual,First,1364.0,67.04,5.0,5.75,Toyota,Etios,7,23.59
Delhi,30000,Petrol,Manual,Second,1198.0,86.8,5.0,3.2,Honda,Brio,6,19.4
Coimbatore,12831,Petrol,Automatic,First,1197.0,83.1,5.0,9.89,Maruti,Baleno,2,21.4
Coimbatore,143017,Diesel,Automatic,First,1968.0,138.1,5.0,6.58,Skoda,Laura,8,20.0
Kochi,13102,Petrol,Manual,First,814.0,55.2,5.0,4.06,Hyundai,EON,2,21.1
Coimbatore,24950,Diesel,Manual,First,1461.0,108.45,5.0,13.37,Renault,Captur,1,20.37
Coimbatore,57832,Diesel,Automatic,First,2993.0,,5.0,25.82,BMW,5,9,16.2
Kochi,34267,Petrol,Manual,First,796.0,47.3,5.0,3.74,Maruti,Alto,4,22.74
Bangalore,33000,Diesel,Automatic,Second,1984.0,150.0,5.0,22.0,Volvo,V40,5,16.8
Ahmedabad,55100,Petrol,Manual,First,998.0,67.1,5.0,1.45,Maruti,Wagon,13,18.9
Kolkata,40000,Petrol,Manual,First,1497.0,78.0,5.0,2.0,Honda,City,12,17.7
Kochi,31841,CNG,Manual,First,1196.0,73.0,5.0,4.7,Maruti,Eeco,3,21.139999999999997
Kolkata,15000,Petrol,Manual,First,1399.0,98.79,8.0,3.75,Chevrolet,Enjoy,6,13.7
Coimbatore,82756,Diesel,Manual,First,2523.0,62.1,7.0,7.7,Mahindra,Bolero,4,15.96
Coimbatore,50243,Petrol,Manual,First,1086.0,,5.0,3.35,Hyundai,Santro,8,
Hyderabad,20600,Petrol,Manual,First,814.0,55.2,5.0,2.6,Hyundai,EON,6,21.1
Coimbatore,29952,Petrol,Automatic,First,1591.0,121.3,5.0,13.77,Hyundai,Creta,3,13.0
Mumbai,15000,Petrol,Manual,Second,1598.0,103.5,5.0,7.1,Volkswagen,Vento,3,16.09
Pune,61938,Petrol,Automatic,Second,1799.0,130.0,5.0,2.65,Honda,Civic,12,12.9
Hyderabad,67000,Diesel,Manual,First,1248.0,74.0,5.0,2.5,Tata,Indica,6,22.3
Kochi,61672,Diesel,Manual,First,2179.0,140.0,7.0,7.53,Mahindra,XUV500,7,16.0
Coimbatore,26185,Petrol,Manual,First,1197.0,81.83,5.0,7.98,Hyundai,i20,3,18.6
Bangalore,38000,Diesel,Automatic,Second,1968.0,174.3,5.0,39.0,Audi,Q5,6,14.16
Chennai,67000,Petrol,Manual,Second,1197.0,85.8,5.0,2.25,Maruti,Ritz,9,18.5
Chennai,66000,Petrol,Manual,Second,1999.0,114.0,5.0,3.85,Mitsubishi,Cedia,10,13.17
Hyderabad,80883,Diesel,Manual,First,2494.0,102.0,7.0,13.5,Toyota,Innova,5,12.8
Hyderabad,80219,Diesel,Manual,First,793.0,47.0,5.0,3.5,Maruti,Celerio,4,27.62
Delhi,12923,Diesel,Manual,First,1248.0,88.5,5.0,8.92,Maruti,S-Cross,2,25.1
Coimbatore,86642,Diesel,Automatic,First,1968.0,181.0,5.0,20.37,Audi,Q3,4,15.17
Bangalore,19235,Diesel,Automatic,First,1995.0,190.0,5.0,36.5,BMW,3,4,21.76
Coimbatore,51002,Diesel,Automatic,First,,,7.0,48.91,Audi,Q7,4,11.33
Pune,6800,Petrol,Manual,First,1197.0,81.83,5.0,7.2,Hyundai,i20,4,18.6
Hyderabad,82749,Diesel,Manual,First,1461.0,108.45,5.0,5.99,Renault,Duster,8,19.01
Pune,51000,Diesel,Manual,First,1120.0,71.0,5.0,5.25,Hyundai,Xcent,4,24.4
Delhi,31465,Diesel,Manual,First,1498.0,89.84,5.0,6.5,Ford,Ecosport,6,22.7
Hyderabad,76476,Petrol,Manual,First,1198.0,73.9,5.0,4.4,Volkswagen,Polo,7,16.47
Kolkata,14000,Diesel,Manual,First,1120.0,70.0,5.0,4.6,Hyundai,Grand,3,24.0
Ahmedabad,47000,Diesel,Manual,First,1248.0,88.8,5.0,2.95,Tata,Manza,7,21.12
Kolkata,48466,Petrol,Manual,First,1497.0,118.0,5.0,3.26,Honda,City,9,17.0
Bangalore,46000,Petrol,Manual,Second,1086.0,62.1,5.0,2.22,Hyundai,Santro,12,17.92
Hyderabad,162663,Diesel,Manual,First,2494.0,100.0,7.0,10.5,Toyota,Innova,8,12.99
Coimbatore,25142,Diesel,Manual,First,1248.0,88.5,5.0,8.26,Maruti,Ciaz,3,28.09
Delhi,69000,Diesel,Manual,First,2982.0,169.0,7.0,14.45,Toyota,Fortuner,7,12.55
Chennai,80524,Petrol,Manual,Second,1596.0,,5.0,2.5,Ford,Fiesta,11,15.3
Kochi,26405,Petrol,Automatic,First,1950.0,191.34,5.0,51.43,Mercedes-Benz,E-Class,2,12.6
Chennai,45000,Diesel,Manual,First,2148.0,170.0,5.0,23.0,Mercedes-Benz,New,6,15.8
Kolkata,64284,Diesel,Manual,First,1968.0,108.49,5.0,5.5,Skoda,Yeti,8,17.72
Delhi,27000,Petrol,Manual,First,1197.0,82.0,5.0,4.5,Hyundai,Grand,5,18.9
Hyderabad,3678,Petrol,Manual,First,1196.0,86.8,5.0,6.8,Ford,Figo,2,18.16
Mumbai,21000,Petrol,Manual,First,1395.0,138.02,5.0,8.75,Skoda,Octavia,7,16.8
Mumbai,67000,Diesel,Manual,Second,1461.0,83.8,5.0,7.0,Renault,Duster,5,19.87
Delhi,24000,Diesel,Automatic,Second,1999.0,177.0,5.0,33.5,Land,Rover,5,15.68
Chennai,75000,Diesel,Manual,Second,1399.0,68.0,5.0,2.25,Ford,Figo,9,20.0
Hyderabad,179000,Diesel,Automatic,Second,2953.0,156.0,7.0,4.24,Ford,Endeavour,12,12.8
Coimbatore,47198,Diesel,Manual,First,2982.0,168.5,7.0,28.42,Toyota,Fortuner,3,12.55
Kolkata,52000,Diesel,Manual,First,1199.0,73.9,5.0,2.75,Volkswagen,Polo,8,22.07
Jaipur,91000,Diesel,Manual,First,1248.0,73.94,5.0,3.0,Maruti,Ritz,9,23.2
Pune,60000,Diesel,Manual,First,1461.0,63.1,5.0,3.55,Nissan,Micra,7,23.08
Kolkata,37873,Diesel,Manual,First,1582.0,126.32,5.0,4.8,Hyundai,Verna,7,22.32
Kolkata,31000,Petrol,Automatic,First,2497.0,150.0,5.0,13.5,BMW,5,9,10.8
Pune,129000,Diesel,Automatic,First,2987.0,,7.0,56.0,Mercedes-Benz,GLS,3,11.0
Hyderabad,78000,Petrol,Automatic,First,2354.0,187.4,5.0,3.99,Honda,CR-V,16,12.0
Bangalore,32000,Diesel,Automatic,First,1582.0,126.2,5.0,15.5,Hyundai,Creta,4,17.01
Jaipur,59000,Petrol,Manual,Second,1086.0,68.05,5.0,2.32,Hyundai,i10,10,19.81
Kochi,35437,Diesel,Automatic,First,2143.0,136.0,5.0,18.58,Mercedes-Benz,A,4,20.0
Jaipur,98000,Petrol,Manual,First,1373.0,93.7,7.0,5.5,Maruti,Ertiga,6,16.02
Chennai,72000,Diesel,Manual,Second,1896.0,66.0,5.0,3.2,Skoda,Octavia,14,18.7
Pune,79000,Petrol,Manual,First,1198.0,86.7,5.0,4.0,Honda,Amaze,5,18.0
Chennai,29000,Petrol,Manual,First,993.0,60.0,5.0,1.6,Maruti,Zen,16,17.3
Kochi,66012,Petrol,Manual,First,1586.0,103.3,5.0,4.15,Maruti,SX4,7,15.5
Mumbai,35000,Petrol,Automatic,First,1198.0,86.8,5.0,4.25,Honda,Brio,6,16.5
Ahmedabad,75000,Petrol,Manual,First,998.0,67.1,5.0,2.6,Maruti,Wagon,9,18.9
Mumbai,80000,Petrol,Automatic,Second,2362.0,164.7,5.0,3.43,Toyota,Camry,12,12.1
Kochi,32717,Petrol,Manual,First,1199.0,79.4,5.0,2.55,Chevrolet,Beat,8,18.6
Delhi,25000,Diesel,Automatic,First,2982.0,168.5,7.0,32.0,Toyota,Fortuner,3,12.55
Mumbai,79000,Diesel,Manual,First,1498.0,89.84,5.0,6.25,Ford,Ecosport,6,22.7
Hyderabad,86000,Diesel,Manual,Second,1248.0,75.0,5.0,3.6,Maruti,Swift,10,17.8
Pune,137000,Diesel,Automatic,First,2987.0,,5.0,18.5,Mercedes-Benz,S,10,13.5
Mumbai,25000,Petrol,Manual,Second,1497.0,117.3,7.0,4.25,Honda,Mobilio,5,17.3
Mumbai,8500,Petrol,Manual,Second,1197.0,82.0,5.0,4.8,Hyundai,Grand,3,18.9
Bangalore,34000,Diesel,Automatic,First,2179.0,140.0,7.0,13.0,Mahindra,XUV500,5,16.0
Pune,41629,Petrol,Manual,Second,1598.0,105.0,5.0,2.25,Skoda,Fabia,8,14.83
Hyderabad,80227,Petrol,Manual,First,1086.0,62.1,5.0,2.3,Hyundai,Santro,11,17.92
Kochi,8587,Petrol,Manual,First,1591.0,121.3,5.0,13.56,Hyundai,Creta,1,15.29
Delhi,30000,Diesel,Manual,First,1997.0,120.0,7.0,12.25,Mahindra,Scorpio,3,15.4
Pune,64186,Diesel,Manual,First,1598.0,103.5,5.0,3.76,Skoda,Rapid,7,20.5
Coimbatore,76427,Diesel,Manual,First,1461.0,108.45,5.0,8.58,Renault,Duster,5,19.01
Hyderabad,75000,Diesel,Automatic,First,2993.0,,5.0,27.5,BMW,X5,9,11.7
Coimbatore,27075,Petrol,Manual,First,1496.0,88.73,5.0,4.95,Toyota,Etios,7,17.6
Ahmedabad,30000,Petrol,Manual,First,998.0,67.04,5.0,3.3,Maruti,Wagon,8,22.5
Chennai,69434,Petrol,Manual,First,1591.0,121.3,5.0,8.0,Hyundai,Creta,4,15.8
Jaipur,56000,Petrol,Manual,First,998.0,67.04,5.0,2.79,Maruti,Celerio,6,23.1
Coimbatore,49275,Diesel,Automatic,First,2179.0,187.7,5.0,45.64,Land,Rover,3,12.7
Pune,8700,Petrol,Manual,First,1199.0,76.8,5.0,2.55,Chevrolet,Beat,6,18.6
Ahmedabad,18000,Petrol,Manual,Second,624.0,37.5,4.0,1.0,Tata,Nano,6,25.4
Coimbatore,41041,Diesel,Automatic,First,1968.0,174.33,5.0,37.56,Audi,A6,3,17.68
Kochi,80464,Diesel,Automatic,Second,2987.0,198.5,5.0,9.29,Mercedes-Benz,E-Class,11,11.0
Kochi,20667,Petrol,Manual,First,1197.0,81.8,5.0,6.37,Maruti,Swift,1,22.0
Coimbatore,60283,Petrol,Manual,First,1368.0,112.0,5.0,2.98,Fiat,Linea,7,14.6
Kochi,31696,Petrol,Manual,First,1197.0,81.8,5.0,5.75,Maruti,Swift,3,20.4
Hyderabad,100000,Diesel,Manual,First,2982.0,171.0,7.0,13.0,Toyota,Fortuner,10,11.5
Mumbai,13361,Petrol,Manual,First,1373.0,93.7,7.0,6.8,Maruti,Ertiga,6,16.02
Coimbatore,48394,Petrol,Automatic,First,1995.0,154.0,5.0,10.49,BMW,3,10,12.05
Jaipur,47399,Petrol,Manual,First,1373.0,93.7,7.0,5.6,Maruti,Ertiga,6,16.02
